id,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached_on_Time
6119,D,Road,4,4,195,3,low,F,6,5783,0
6120,C,Ship,3,3,150,3,low,M,46,1040,1
6121,A,Ship,3,4,210,3,low,F,7,2878,1
6122,F,Ship,3,5,183,3,low,F,2,3459,1
6123,F,Ship,4,2,158,3,low,M,3,4527,0
6124,A,Flight,3,5,188,2,low,F,12,2711,1
6125,F,Ship,4,2,167,4,high,M,5,5250,0
6126,C,Ship,6,1,289,5,medium,M,7,1223,0
6127,F,Ship,3,1,250,3,medium,F,6,5832,0
6128,D,Ship,3,2,141,3,low,M,7,4682,0
6129,A,Ship,5,4,241,3,high,M,6,4157,0
6130,D,Road,4,4,264,4,medium,M,9,5186,0
6131,B,Road,4,5,180,2,medium,M,1,5622,0
6132,A,Road,4,2,245,2,low,M,1,5978,0
6133,A,Ship,4,1,157,2,medium,F,5,5647,0
6134,A,Ship,3,3,151,3,low,M,7,4611,0
6135,B,Ship,6,2,309,4,medium,F,8,1930,0
6136,F,Ship,5,1,307,4,low,M,8,1511,1
6137,C,Ship,4,2,241,6,medium,M,5,4880,1
6138,B,Road,3,4,172,10,high,M,9,4883,0
6139,F,Ship,4,3,264,6,medium,F,10,1962,1
6140,C,Flight,5,2,255,5,medium,M,4,1634,0
6141,F,Ship,3,2,264,2,low,M,6,5702,1
6142,B,Ship,4,3,247,3,low,F,4,4962,1
6143,D,Ship,3,3,227,2,medium,F,24,2749,1
6144,D,Flight,5,1,195,6,high,F,8,4944,1
6145,F,Ship,2,3,134,3,low,M,6,4444,1
6146,F,Flight,3,5,189,3,low,M,5,5422,0
6147,B,Ship,3,1,244,3,medium,F,1,5695,1
6148,F,Ship,3,5,147,2,medium,M,6,4350,0
6149,C,Ship,4,1,202,3,medium,F,18,3940,1
6150,B,Ship,5,2,140,4,high,M,58,1175,1
6151,D,Road,4,5,142,2,low,M,2,4472,0
6152,B,Flight,2,1,168,4,low,M,6,4800,0
6153,B,Ship,4,3,244,3,low,M,7,4761,0
6154,B,Flight,3,1,265,4,low,M,50,2249,1
6155,C,Ship,3,3,205,2,low,F,15,3231,1
6156,A,Ship,4,2,255,3,medium,M,3,4562,1
6157,D,Ship,2,2,240,5,low,M,7,4138,1
6158,D,Ship,2,5,277,3,medium,M,6,1032,0
6159,F,Ship,4,5,133,3,low,M,59,1092,1
6160,A,Ship,5,4,237,2,low,M,8,5600,1
6161,F,Ship,5,4,257,5,low,M,10,1695,1
6162,F,Ship,5,1,259,5,low,F,7,1871,1
6163,F,Flight,4,1,173,3,low,F,4,4634,0
6164,C,Ship,5,1,145,2,medium,M,8,4485,1
6165,F,Ship,5,3,250,3,medium,M,4,4343,0
6166,D,Ship,3,3,175,3,medium,F,32,1848,1
6167,F,Ship,7,3,278,4,low,M,2,1038,1
6168,F,Flight,5,4,205,3,low,F,3,4157,1
6169,B,Ship,3,4,255,4,low,F,12,2266,1
6170,C,Ship,3,4,265,2,high,F,64,2493,1
6171,C,Ship,4,2,161,2,high,F,8,5654,1
6172,C,Ship,3,5,171,3,medium,F,24,1300,1
6173,D,Ship,4,1,240,2,low,M,14,2437,1
6174,C,Ship,3,1,209,2,low,F,2,4855,0
6175,F,Flight,4,4,258,3,medium,M,8,5324,1
6176,D,Ship,6,3,114,4,high,F,10,5865,0
6177,F,Ship,5,5,263,5,medium,F,1,1114,1
6178,F,Flight,3,1,233,3,medium,M,1,2744,1
6179,F,Ship,3,2,167,2,low,M,3,4722,1
6180,D,Ship,3,3,231,3,medium,F,9,4623,1
6181,F,Ship,3,2,251,4,high,F,7,4038,0
6182,D,Ship,4,3,151,4,medium,M,13,1583,1
6183,F,Ship,3,1,141,2,low,F,4,1297,1
6184,A,Ship,4,3,142,6,low,M,6,1459,1
6185,F,Flight,4,1,164,3,high,F,1,5492,0
6186,C,Road,3,3,149,3,low,F,63,1196,1
6187,F,Road,3,2,145,2,low,M,3,4409,0
6188,B,Ship,5,4,211,4,low,F,4,4498,1
6189,D,Ship,3,3,140,3,medium,M,51,1046,1
6190,F,Ship,3,3,163,3,medium,M,9,1257,1
6191,A,Road,2,5,159,3,low,F,49,1621,1
6192,A,Ship,5,3,257,5,low,F,3,1262,1
6193,B,Road,3,2,239,2,low,F,3,5099,1
6194,A,Ship,5,5,259,2,medium,M,63,2583,1
6195,A,Ship,4,2,210,3,low,F,9,4163,0
6196,C,Ship,4,2,242,3,medium,M,8,4644,1
6197,F,Ship,3,3,249,2,low,F,2,5078,0
6198,B,Ship,3,2,158,2,medium,F,8,5907,0
6199,F,Ship,5,4,139,2,medium,F,2,4217,1
6200,F,Ship,3,1,170,2,low,F,2,5662,1
6201,D,Ship,4,1,231,3,medium,M,5,4118,1
6202,F,Ship,3,5,151,2,low,M,3,5039,0
6203,F,Ship,3,1,205,4,high,F,3,4426,0
6204,C,Flight,4,5,228,5,low,M,2,1996,0
6205,A,Ship,2,2,199,3,low,M,1,4697,1
6206,B,Ship,4,3,123,4,medium,M,6,4166,0
6207,D,Ship,5,3,264,10,medium,F,34,3441,1
6208,D,Ship,4,4,223,10,low,M,24,3271,1
6209,D,Ship,3,3,160,4,medium,F,7,5147,0
6210,D,Ship,6,4,276,6,low,F,8,5037,0
6211,A,Ship,5,2,210,7,medium,F,4,4525,1
6212,B,Ship,4,1,201,6,medium,F,8,5529,0
6213,F,Road,5,5,272,2,low,F,4,5342,0
6214,F,Ship,3,3,190,7,medium,F,7,2400,1
6215,D,Road,3,3,199,3,low,M,7,5258,1
6216,D,Ship,3,3,159,4,medium,M,9,4214,0
6217,B,Flight,3,1,107,3,high,F,13,1861,1
6218,D,Ship,5,3,268,5,medium,M,5,1365,0
6219,F,Ship,4,4,160,5,low,M,6,4055,0
6220,C,Road,5,1,163,3,low,M,4,4200,0
6221,F,Road,5,1,172,5,medium,F,1,4730,0
6222,C,Ship,2,4,264,3,low,F,1,5437,1
6223,F,Flight,3,5,133,4,low,M,10,4151,0
6224,C,Road,4,2,253,5,medium,F,9,1438,0
6225,B,Flight,5,5,267,3,medium,M,9,4775,1
6226,F,Ship,3,4,145,3,medium,M,44,1218,1
6227,B,Ship,2,1,271,6,low,F,2,4237,1
6228,C,Road,5,2,258,5,high,M,6,1059,0
6229,D,Flight,5,2,263,6,low,F,6,1511,1
6230,F,Ship,4,3,175,4,medium,F,5,5177,1
6231,B,Ship,4,3,153,3,medium,M,2,1095,1
6232,C,Ship,4,5,262,3,medium,F,38,3139,1
6233,B,Ship,4,2,264,5,medium,F,6,1736,1
6234,C,Ship,6,5,152,4,medium,F,8,5351,0
6235,B,Flight,5,2,223,5,low,F,5,1010,1
6236,F,Ship,5,4,263,5,low,M,5,1181,0
6237,F,Flight,6,1,285,4,low,F,3,1448,1
6238,A,Road,3,4,163,3,medium,M,5,5088,1
6239,F,Road,4,1,264,6,low,M,7,1007,0
6240,B,Road,3,4,248,2,medium,F,15,2983,1
6241,C,Ship,3,3,260,2,low,M,7,5738,0
6242,F,Ship,4,4,150,2,medium,M,3,1285,1
6243,F,Ship,3,2,137,3,medium,F,23,1246,1
6244,F,Ship,3,3,261,3,low,M,2,5629,1
6245,F,Ship,3,4,168,3,medium,F,3,5303,1
6246,A,Ship,4,3,153,2,medium,M,1,4366,1
6247,A,Ship,4,2,136,2,medium,F,7,4305,1
6248,A,Ship,4,3,121,2,medium,M,11,1906,1
6249,C,Ship,4,4,176,3,high,M,34,1283,1
6250,F,Road,3,3,259,2,high,M,8,4481,0
6251,B,Ship,6,4,309,4,low,M,9,1771,1
6252,F,Ship,4,1,196,4,low,F,3,5496,0
6253,A,Ship,4,1,151,3,low,F,4,5610,1
6254,F,Flight,7,2,288,4,high,M,4,1321,0
6255,B,Road,5,5,265,5,medium,F,8,1867,0
6256,D,Ship,4,5,251,5,medium,F,7,1381,0
6257,B,Road,4,3,141,2,low,F,8,4331,0
6258,F,Ship,4,4,259,2,low,M,6,4308,1
6259,F,Ship,3,4,148,4,high,F,1,4249,0
6260,C,Ship,5,4,178,6,medium,M,10,5197,0
6261,F,Ship,4,4,135,2,low,F,10,4508,1
6262,C,Ship,4,3,186,7,medium,F,30,2062,1
6263,D,Ship,4,4,218,2,low,M,4,4104,1
6264,D,Ship,3,4,185,2,low,M,4,5926,0
6265,A,Road,4,5,199,3,low,M,2,4462,0
6266,D,Flight,6,4,190,3,low,M,7,3175,1
6267,A,Ship,3,1,160,3,medium,F,5,5524,0
6268,B,Road,5,4,188,7,medium,F,48,2466,1
6269,F,Ship,4,2,170,2,low,M,3,4299,0
6270,F,Ship,5,5,214,3,low,F,31,2033,1
6271,F,Ship,3,5,268,3,low,F,6,5603,0
6272,B,Flight,3,4,176,3,medium,F,8,1567,1
6273,D,Ship,4,4,174,2,medium,F,2,5892,0
6274,F,Ship,4,3,150,2,medium,M,31,1588,1
6275,D,Flight,4,1,261,4,medium,F,7,5600,1
6276,C,Flight,6,1,136,3,high,M,12,1592,1
6277,F,Ship,4,5,256,4,low,F,8,5244,1
6278,C,Road,3,2,272,2,low,M,33,2321,1
6279,C,Ship,4,4,258,2,medium,F,5,4562,0
6280,C,Road,3,2,215,2,medium,M,7,5988,1
6281,B,Road,4,3,240,3,medium,M,6,4964,0
6282,F,Ship,5,1,253,2,medium,M,3,5159,1
6283,B,Ship,4,1,219,2,medium,F,2,1752,0
6284,F,Flight,3,4,145,6,medium,M,57,1949,1
6285,F,Flight,4,5,193,3,medium,M,65,2267,1
6286,A,Ship,5,2,266,2,low,M,3,4030,0
6287,A,Flight,3,4,149,3,low,F,5,5467,0
6288,A,Ship,6,5,294,4,low,M,4,1302,0
6289,F,Ship,5,3,208,3,medium,M,35,3884,1
6290,D,Flight,4,3,149,3,low,F,3,5542,0
6291,A,Ship,4,4,175,2,medium,F,7,1188,1
6292,F,Ship,5,1,162,3,medium,M,5,4064,1
6293,B,Ship,4,3,184,3,low,F,9,5602,0
6294,D,Road,4,1,264,4,low,F,6,4863,0
6295,D,Ship,3,5,149,2,medium,M,5,1023,0
6296,F,Ship,6,3,272,4,low,M,5,1355,1
6297,C,Ship,5,1,189,4,low,F,10,4166,1
6298,F,Ship,3,4,155,2,low,F,37,1780,1
6299,B,Flight,3,4,226,3,medium,F,22,3593,1
6300,B,Ship,2,4,180,2,low,F,5,4010,1
6301,F,Ship,5,1,183,3,low,F,10,5023,0
6302,B,Ship,5,3,213,2,high,F,27,2581,1
6303,F,Ship,4,2,243,3,low,M,3,5703,0
6304,D,Ship,2,3,249,2,low,M,1,2905,1
6305,D,Flight,3,3,234,2,medium,F,39,2449,1
6306,C,Road,5,5,227,5,medium,F,3,1687,0
6307,F,Flight,3,2,119,2,low,M,32,1791,1
6308,C,Flight,6,2,118,2,low,M,40,1014,1
6309,D,Ship,4,4,272,5,low,F,3,5243,0
6310,A,Ship,4,2,154,2,medium,F,6,4705,1
6311,A,Ship,3,4,164,3,low,F,4,4796,0
6312,D,Ship,2,1,139,3,low,F,39,1582,1
6313,F,Ship,3,3,172,3,low,F,58,1269,1
6314,F,Flight,4,1,271,4,medium,F,2,4133,1
6315,B,Road,3,3,151,3,low,F,24,1139,1
6316,A,Ship,3,2,261,8,low,F,3,5171,0
6317,C,Road,6,3,260,4,low,M,4,1358,0
6318,A,Flight,3,4,230,3,medium,F,7,5891,0
6319,D,Ship,6,3,287,4,medium,F,8,1850,1
6320,B,Ship,4,4,159,3,low,M,9,4265,1
6321,D,Flight,3,1,184,2,low,F,31,3191,1
6322,F,Ship,4,5,219,3,medium,M,27,3684,1
6323,F,Flight,4,5,216,2,low,M,59,3088,1
6324,C,Ship,4,4,241,3,low,F,8,5206,1
6325,D,Road,2,1,167,2,low,M,46,1023,1
6326,B,Ship,3,2,214,2,medium,M,7,1693,0
6327,D,Flight,4,5,168,4,medium,F,4,4776,1
6328,F,Ship,2,1,229,4,low,M,6,3757,1
6329,A,Ship,6,5,212,4,medium,F,13,3676,1
6330,C,Ship,4,3,160,2,low,M,9,5940,0
6331,F,Road,3,5,226,3,medium,M,55,2465,1
6332,D,Ship,3,1,221,3,low,F,64,2794,1
6333,B,Ship,6,2,168,2,low,M,3,5853,0
6334,D,Ship,4,2,223,3,low,M,7,4026,1
6335,D,Ship,2,2,153,2,low,M,46,1130,1
6336,D,Road,2,5,170,5,low,F,10,5621,1
6337,B,Flight,5,5,249,3,medium,M,55,3558,1
6338,B,Ship,4,1,300,5,medium,M,6,1027,0
6339,F,Flight,2,4,258,3,medium,M,7,5736,0
6340,C,Road,3,5,129,3,medium,F,52,1513,1
6341,F,Ship,5,4,237,3,medium,F,1,4369,0
6342,B,Flight,5,4,238,8,low,M,3,4046,0
6343,B,Ship,3,1,241,2,low,M,8,5602,1
6344,A,Ship,3,1,248,3,medium,M,7,5588,0
6345,A,Ship,3,5,201,2,medium,M,2,4440,0
6346,A,Ship,3,5,143,3,low,F,10,5021,0
6347,C,Road,4,3,244,3,medium,M,1,3982,1
6348,D,Flight,4,1,258,2,low,F,56,3186,1
6349,F,Ship,4,3,228,3,medium,F,1,5129,1
6350,B,Road,3,5,166,2,medium,M,6,4523,1
6351,D,Ship,6,4,256,4,high,M,2,5021,0
6352,F,Flight,7,1,308,4,medium,M,5,1705,0
6353,B,Ship,4,3,179,3,medium,M,40,1584,1
6354,F,Road,3,5,241,3,medium,M,10,5099,1
6355,F,Ship,4,2,147,2,medium,F,20,1387,1
6356,C,Ship,4,3,262,3,low,M,9,4404,1
6357,B,Ship,3,1,225,4,low,F,10,4080,1
6358,F,Flight,4,1,247,3,low,F,9,2414,1
6359,C,Ship,4,2,179,3,low,M,3,5284,0
6360,F,Road,4,4,269,5,medium,F,2,1473,0
6361,B,Road,2,4,136,6,low,F,53,1213,1
6362,D,Flight,3,4,271,3,medium,M,1,4444,1
6363,B,Flight,3,2,269,2,medium,F,1,4978,0
6364,D,Ship,5,1,270,3,high,M,52,3908,1
6365,F,Ship,5,3,150,3,medium,M,21,1187,1
6366,A,Flight,6,5,143,5,high,M,9,4060,0
6367,B,Road,4,1,147,3,low,F,15,1956,1
6368,F,Ship,3,1,143,2,low,F,63,1246,1
6369,A,Flight,6,4,144,4,low,F,5,4631,0
6370,A,Ship,4,1,202,3,low,M,7,4788,0
6371,B,Ship,4,2,204,3,medium,M,14,3829,1
6372,D,Ship,3,2,176,2,medium,F,1,5292,0
6373,C,Ship,5,3,138,3,low,F,5,5687,1
6374,D,Ship,5,4,270,3,medium,M,9,4992,1
6375,F,Road,4,4,224,3,low,M,29,3623,1
6376,F,Ship,7,5,299,4,low,M,4,1052,1
6377,B,Ship,5,1,225,2,medium,M,31,3454,1
6378,F,Ship,3,1,213,2,low,M,6,4747,0
6379,B,Ship,6,2,278,3,medium,F,3,2974,1
6380,B,Ship,3,1,200,2,low,F,44,2651,1
6381,D,Ship,5,4,153,6,medium,M,35,1082,1
6382,B,Ship,5,3,212,2,low,F,7,5219,0
6383,B,Ship,4,2,263,3,low,F,7,5395,1
6384,F,Ship,5,4,232,5,medium,M,5,1861,0
6385,C,Ship,3,4,247,3,medium,M,8,5792,0
6386,C,Flight,3,4,221,3,low,F,1,4518,1
6387,A,Road,4,5,155,3,medium,M,3,5939,1
6388,F,Flight,3,4,143,3,low,M,10,5261,0
6389,B,Ship,4,1,232,5,medium,F,7,1899,1
6390,F,Ship,2,3,205,3,low,M,1,5137,0
6391,A,Ship,6,3,100,4,low,M,3,5756,0
6392,C,Ship,3,5,196,3,low,F,5,4891,0
6393,A,Flight,5,5,209,3,low,M,49,3893,1
6394,F,Ship,4,3,197,4,medium,M,58,3617,1
6395,C,Flight,5,4,186,2,low,M,3,4213,0
6396,D,Flight,3,4,210,2,low,F,35,2741,1
6397,B,Ship,4,3,246,3,low,F,5,4710,0
6398,C,Ship,6,1,123,5,medium,M,5,5323,1
6399,C,Ship,4,1,140,2,low,M,60,1950,1
6400,B,Ship,5,1,158,2,medium,M,6,4873,0
6401,A,Ship,4,4,258,5,low,M,7,1261,1
6402,C,Ship,6,3,153,6,medium,F,7,4975,1
6403,A,Flight,4,1,179,2,medium,F,7,4605,0
6404,A,Ship,7,3,281,4,low,M,1,1215,1
6405,A,Ship,4,1,253,3,medium,F,9,5502,1
6406,D,Ship,5,2,185,3,low,M,10,4354,0
6407,B,Ship,3,4,174,2,low,M,7,4596,0
6408,A,Ship,6,1,282,4,low,M,7,1758,0
6409,A,Ship,3,3,203,2,low,M,1,5244,0
6410,B,Road,4,5,176,3,high,F,1,5096,1
6411,A,Ship,5,4,199,4,medium,M,2,4902,1
6412,F,Ship,5,1,229,5,low,F,10,1040,1
6413,A,Flight,3,2,227,3,medium,M,21,2351,1
6414,C,Ship,7,1,257,4,low,M,1,1405,1
6415,B,Flight,5,1,236,5,low,M,8,1441,0
6416,F,Ship,7,1,307,4,low,M,2,1983,0
6417,F,Ship,5,4,225,2,low,M,8,4725,0
6418,B,Ship,4,4,224,10,medium,F,9,4149,0
6419,F,Ship,5,2,243,3,high,M,2,5734,1
6420,F,Ship,3,2,182,2,low,F,40,2592,1
6421,F,Ship,3,5,257,2,medium,F,56,3711,1
6422,D,Flight,5,5,232,6,low,M,2,1550,1
6423,F,Ship,4,3,237,3,low,M,57,3952,1
6424,B,Ship,3,5,208,3,low,F,41,3977,1
6425,F,Flight,5,1,279,8,low,F,6,5888,1
6426,D,Flight,3,4,207,10,low,F,6,5856,0
6427,C,Ship,5,2,165,5,medium,M,9,5313,0
6428,C,Ship,3,2,189,6,low,M,7,4329,0
6429,B,Ship,3,5,245,4,high,F,26,2072,1
6430,F,Ship,3,1,231,2,low,F,12,2123,1
6431,F,Ship,5,2,243,6,medium,M,7,1752,0
6432,F,Flight,5,3,202,6,low,F,34,2936,1
6433,F,Ship,3,1,214,2,high,F,10,4310,0
6434,A,Ship,5,1,211,3,low,M,7,5594,1
6435,D,Ship,4,3,185,10,high,M,1,4973,0
6436,F,Flight,3,3,157,2,medium,F,62,1366,1
6437,D,Road,3,5,217,3,medium,M,3,5433,0
6438,A,Ship,5,2,263,6,low,M,2,1851,0
6439,F,Ship,3,1,239,8,high,M,6,5023,1
6440,D,Ship,4,2,245,3,medium,M,1,4731,1
6441,C,Ship,4,2,258,3,medium,F,9,4977,1
6442,A,Flight,5,3,244,2,low,M,5,4713,0
6443,A,Ship,3,2,177,2,medium,F,23,1929,1
6444,F,Ship,4,4,177,7,low,F,3,5646,1
6445,F,Ship,4,2,257,2,low,M,7,5325,1
6446,F,Ship,5,1,144,2,low,F,20,1082,1
6447,B,Ship,4,3,226,3,medium,M,1,5433,1
6448,F,Ship,3,4,196,3,medium,M,8,5204,0
6449,F,Ship,3,3,145,3,low,F,10,5696,0
6450,F,Ship,4,4,157,4,low,M,6,4175,0
6451,C,Ship,5,3,143,3,low,M,6,4761,1
6452,C,Ship,4,5,223,3,medium,F,9,5279,1
6453,B,Flight,4,3,240,3,low,F,8,4423,0
6454,C,Ship,5,4,208,2,low,M,9,4569,0
6455,F,Ship,4,4,261,5,medium,F,2,1829,0
6456,C,Ship,2,2,173,2,medium,M,34,1575,1
6457,B,Ship,4,3,233,5,low,M,5,1799,1
6458,F,Road,4,2,104,7,medium,F,46,1438,1
6459,A,Road,3,5,209,2,low,M,33,2603,1
6460,F,Flight,4,2,185,3,low,M,27,3410,1
6461,F,Road,4,2,200,4,low,M,43,2747,1
6462,B,Road,5,1,238,3,low,M,32,3832,1
6463,B,Ship,3,4,181,2,medium,F,4,4629,0
6464,C,Ship,3,4,174,3,medium,F,4,4051,0
6465,C,Road,3,3,162,2,medium,M,7,5719,1
6466,C,Flight,3,2,227,3,high,M,5,4167,1
6467,D,Ship,4,2,160,3,low,M,5,4492,0
6468,D,Road,4,2,176,3,low,M,23,1909,1
6469,B,Road,3,2,271,2,medium,M,6,5280,1
6470,F,Flight,4,4,225,3,low,M,10,4486,0
6471,A,Road,4,5,202,3,low,F,6,2616,1
6472,F,Flight,6,2,282,4,medium,F,9,1385,0
6473,B,Flight,5,4,245,5,low,F,5,1293,1
6474,D,Ship,4,4,184,3,low,M,4,1330,1
6475,F,Ship,6,4,257,4,medium,F,9,1108,1
6476,C,Flight,6,1,265,4,low,F,7,1644,1
6477,B,Road,5,4,280,4,low,F,19,3298,1
6478,B,Ship,5,1,267,5,medium,M,10,1505,0
6479,F,Ship,5,3,218,5,medium,F,4,1433,0
6480,D,Flight,6,4,290,4,low,F,3,1544,1
6481,F,Ship,4,5,237,2,medium,F,10,4963,0
6482,B,Road,6,5,154,2,high,M,7,4359,1
6483,A,Ship,5,1,270,5,high,F,6,1836,1
6484,C,Ship,4,2,204,8,low,F,1,4038,1
6485,F,Ship,2,1,232,6,low,F,2,5281,1
6486,A,Road,4,4,153,3,low,F,27,1613,1
6487,A,Ship,5,4,265,2,low,F,2,5164,1
6488,D,Ship,3,2,255,4,low,F,8,5511,0
6489,B,Ship,4,1,175,3,medium,M,2,5861,0
6490,C,Ship,4,2,210,3,low,M,8,5672,1
6491,F,Road,6,5,247,4,medium,M,7,1461,1
6492,A,Ship,5,2,264,5,medium,M,4,1318,0
6493,A,Ship,4,2,273,5,medium,F,8,2000,0
6494,D,Ship,4,4,168,3,low,F,35,1434,1
6495,A,Flight,3,4,224,2,low,M,8,4162,0
6496,C,Road,2,1,130,4,medium,F,10,4726,0
6497,D,Ship,4,1,127,8,low,F,12,1519,1
6498,B,Flight,4,2,192,3,medium,F,3,4922,0
6499,D,Ship,7,4,295,4,low,F,10,1217,1
6500,A,Ship,4,3,206,3,medium,M,58,2135,1
6501,F,Ship,4,4,205,3,low,F,11,2255,1
6502,B,Ship,6,3,310,5,low,M,6,1139,0
6503,C,Ship,4,3,143,3,medium,F,3,5062,1
6504,C,Road,3,3,140,2,low,F,3,5713,0
6505,A,Ship,6,5,290,4,medium,M,2,1867,1
6506,B,Ship,3,2,244,8,low,F,50,3562,1
6507,D,Ship,5,2,243,3,low,F,8,4133,1
6508,D,Ship,3,3,154,2,medium,F,1,5746,1
6509,F,Ship,3,2,184,3,medium,F,8,4994,0
6510,A,Ship,6,3,252,2,low,M,6,1470,1
6511,A,Road,2,2,134,3,low,F,38,1530,1
6512,C,Road,5,4,265,3,medium,M,10,4565,0
6513,F,Road,7,2,281,4,medium,F,2,1291,0
6514,B,Ship,4,2,173,3,medium,F,63,1220,1
6515,A,Flight,6,3,165,4,low,F,10,5965,0
6516,C,Ship,4,4,266,2,low,F,15,3425,1
6517,F,Ship,5,2,222,5,low,F,5,1329,0
6518,F,Ship,4,4,264,2,low,M,35,2336,1
6519,F,Ship,2,5,235,3,high,F,10,5775,1
6520,F,Ship,4,2,252,4,low,M,1,4705,1
6521,C,Ship,5,3,162,4,low,F,6,1968,0
6522,D,Ship,3,2,144,3,medium,F,48,1867,1
6523,A,Ship,5,4,182,4,high,M,20,2212,1
6524,B,Ship,3,4,138,6,medium,M,5,1853,1
6525,A,Ship,4,3,104,5,low,F,6,4617,1
6526,A,Ship,3,2,179,5,low,F,52,1991,1
6527,B,Ship,3,3,250,3,low,M,9,4993,0
6528,D,Ship,3,5,268,4,high,M,5,3446,1
6529,F,Ship,3,1,164,2,low,M,2,1304,1
6530,F,Ship,4,3,143,2,medium,M,1,4402,1
6531,A,Flight,3,2,149,2,medium,M,37,1699,1
6532,D,Ship,4,2,260,3,medium,F,3,4661,1
6533,F,Road,4,5,225,4,low,M,48,2767,1
6534,A,Road,3,1,157,3,medium,M,1,4391,0
6535,C,Flight,3,4,156,3,medium,M,4,4519,1
6536,C,Flight,4,2,142,3,medium,F,6,4918,0
6537,C,Ship,4,3,185,5,low,F,9,5648,0
6538,C,Ship,6,5,254,4,medium,M,4,1887,1
6539,B,Ship,7,3,286,4,low,F,5,1866,1
6540,C,Flight,3,4,243,3,low,F,60,2980,1
6541,D,Road,3,2,250,3,low,F,49,3798,1
6542,A,Ship,3,4,260,3,low,F,21,2003,1
6543,F,Ship,3,2,179,2,high,F,8,5589,0
6544,F,Flight,3,5,190,3,medium,M,4,5069,0
6545,F,Ship,4,4,231,3,low,M,9,4305,1
6546,B,Ship,4,3,243,3,medium,M,1,5021,0
6547,A,Ship,4,3,136,3,medium,M,9,1548,1
6548,A,Ship,4,1,153,2,low,F,1,4027,0
6549,F,Ship,3,4,266,2,high,F,55,2779,1
6550,F,Ship,6,3,247,4,medium,M,7,1626,1
6551,F,Ship,3,5,109,2,high,M,2,5978,1
6552,C,Road,4,1,226,3,low,F,28,2211,1
6553,D,Road,4,1,227,3,low,M,5,3100,1
6554,F,Ship,5,2,254,2,medium,M,4,4180,1
6555,D,Flight,3,1,184,5,medium,F,58,2544,1
6556,D,Flight,6,3,262,5,low,M,9,1053,0
6557,D,Ship,3,5,272,10,medium,M,59,2182,1
6558,D,Ship,3,5,137,2,low,F,6,5709,1
6559,F,Ship,7,2,310,4,low,M,4,1806,0
6560,F,Ship,2,4,246,2,low,M,10,5337,1
6561,C,Ship,4,2,191,2,low,M,11,3985,1
6562,B,Ship,2,5,286,6,medium,F,3,4497,1
6563,C,Ship,4,4,133,2,medium,F,4,4724,0
6564,A,Road,5,3,236,3,medium,M,7,3589,1
6565,D,Ship,3,5,153,4,low,F,10,5897,0
6566,A,Ship,3,1,187,3,medium,M,2,5154,1
6567,A,Ship,3,5,252,3,low,M,18,3701,1
6568,B,Road,4,1,238,5,medium,F,3,1913,0
6569,A,Ship,3,1,258,2,low,F,4,5262,0
6570,C,Flight,5,5,171,3,medium,F,6,4209,1
6571,A,Ship,3,1,171,2,medium,F,6,5704,1
6572,F,Ship,4,2,179,3,high,F,30,1076,1
6573,F,Ship,4,4,242,6,low,F,9,1192,1
6574,C,Ship,3,2,177,2,medium,M,4,4417,0
6575,C,Ship,2,4,129,3,low,F,48,1219,1
6576,A,Ship,3,2,147,4,low,M,13,1657,1
6577,B,Road,5,4,145,6,medium,M,6,4403,0
6578,F,Ship,3,4,248,3,medium,F,6,4932,0
6579,F,Ship,3,4,124,4,medium,F,10,5011,0
6580,A,Ship,5,4,209,4,low,F,10,5461,0
6581,B,Ship,5,1,248,5,medium,F,5,1861,0
6582,B,Ship,3,1,258,3,medium,F,2,5828,1
6583,F,Flight,4,1,267,2,medium,M,9,5230,1
6584,B,Ship,3,5,284,2,low,M,10,5619,0
6585,C,Ship,3,3,192,3,medium,F,2,3995,1
6586,D,Ship,3,4,177,2,medium,M,3,4240,1
6587,F,Ship,3,5,136,3,medium,F,7,4147,0
6588,D,Ship,4,2,262,3,low,M,2,4015,0
6589,F,Flight,2,3,198,2,medium,M,28,3514,1
6590,D,Flight,4,4,185,3,high,F,6,4238,1
6591,C,Ship,4,2,201,8,medium,F,9,5146,0
6592,A,Ship,2,5,265,2,low,F,50,3859,1
6593,F,Road,3,4,136,3,medium,M,6,4631,0
6594,C,Ship,3,1,244,3,high,M,7,5140,1
6595,B,Ship,3,3,162,2,medium,M,65,1184,1
6596,F,Ship,2,1,285,5,low,M,4,5759,0
6597,C,Flight,4,5,260,3,low,M,10,4331,0
6598,F,Ship,6,3,245,5,medium,F,8,5678,1
6599,F,Ship,4,5,219,3,low,F,1,5221,0
6600,B,Ship,4,5,219,3,medium,M,8,4605,0
6601,F,Flight,4,5,253,2,low,F,36,3389,1
6602,F,Road,5,5,192,3,medium,F,37,2197,1
6603,B,Ship,4,4,156,2,low,F,5,5216,0
6604,F,Flight,4,2,203,3,low,F,9,5296,1
6605,A,Ship,3,5,192,2,low,F,7,5069,1
6606,B,Flight,4,2,266,4,low,F,7,4639,0
6607,F,Ship,4,4,273,2,low,M,9,5151,0
6608,B,Ship,5,5,150,5,medium,F,61,1091,1
6609,B,Ship,4,5,135,3,low,M,1,5013,0
6610,F,Ship,4,1,160,2,low,M,28,1276,1
